82,"Estimates","Japan","",392,62.17,66.25,68.97,71.29,75.31,76.95,78.51,79.45,80.48,81.83,82.62
225,"Estimates","Australia/New Zealand","",927,69.47,70.51,71.01,71.03,73.33,74.9,75.8,77.35,78.51,80,81.2
221,"Estimates","NORTHERN AMERICA","27",905,68.59,69.67,70.15,70.45,73.24,74.42,75.01,75.82,76.6,77.38,78.36
223,"Estimates","United States of America","",840,68.58,69.64,70.06,70.31,73.15,74.29,74.84,75.62,76.4,77.13,78.11
134,"Estimates","EUROPE","",908,63.59,67.07,69.16,70.01,71.02,71.63,72.8,72.61,73.05,73.75,75.26
